Account: Account name,Campaign: Campaign name,Campaign: Campaign Id,Report: Date,Cost: Amount spend,Performance: Clicks,Cost: CPC,Clicks: CTR,Performance: Impressions,Conversions: All conversions,Conversions: Conversions,Cost: Cost per conversion,Campaign: Campaign status,Campaign: Start date,Campaign: End date,Campaign: Advertising channel type,Campaign: Tracking URL template,Campaign: Budget amount
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-05,395.862311,120,3.29885259,0.02754189,4357,10.986292,4.986292,79.39011815,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - High Utilization Clinics,22542191419,2025-08-04,101.411839,31,3.27134965,0.03036239,1021,0.973123,0.973123,104.2127655,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Low Utilization Clinics,22532206737,2025-08-12,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - Bridgewater,22716721419,2025-08-02,185.618047,34,5.45935432,0.0092116,3691,0,0,,PAUSED,2025-06-26,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,200
Evolve Med Spa,[SB] - PMax - NB - Low Utilization Clinics,22532206737,2025-08-04,87.23127,27,3.23078778,0.00935875,2885,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - Medium Utilization Clinics,22538592188,2025-08-02,102.796113,36,2.85544758,0.0159787,2253,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,125
Evolve Med Spa,[SB] - Search - NB - Lancaster,22797864625,2025-08-07,0,0,,,0,0,0,,PAUSED,2025-07-14,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - NB - Lancaster,22797864625,2025-07-31,6.17,4,1.5425,0.05405405,74,0,0,,PAUSED,2025-07-14,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - High Utilization Clinics,22542191419,2025-08-08,94.734418,30,3.15781393,0.03177966,944,1,1,94.734418,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - High Utilization Clinics,22542191419,2025-07-31,145.431328,46,3.16155061,0.02628571,1750,1.026877,1.026877,141.6248762,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Bridgewater,22716721419,2025-08-03,235.123333,49,4.79843537,0.00773115,6338,0,0,,PAUSED,2025-06-26,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,200
Evolve Med Spa,[SB] - PMax - NB - High Utilization Clinics,22542191419,2025-08-10,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Bridgewater,22716721419,2025-08-05,226.673824,35,6.47639497,0.00664263,5269,0,0,,PAUSED,2025-06-26,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,200
Evolve Med Spa,[SB] - PMax - NB - Medium Utilization Clinics,22538592188,2025-08-05,86.089034,29,2.96858738,0.01704879,1701,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,125
Evolve Med Spa,[SB] - PMax - NB - High Utilization Clinics,22542191419,2025-08-07,90.028235,36,2.50078431,0.03677222,979,0.980337,0.980337,91.83396628,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - Search - NB - Lancaster,22797864625,2025-08-12,0,0,,,0,0,0,,PAUSED,2025-07-14,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-07-30,234.804362,51,4.6040071,0.02992958,1704,5.917518,4.917518,47.74855161,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Low Utilization Clinics,22532206737,2025-08-05,161.358799,42,3.84187617,0.02228117,1885,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - High Utilization Clinics,22542191419,2025-08-09,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - Search - NB - Lancaster,22797864625,2025-07-30,6.900755,6,1.15012583,0.11320755,53,0,0,,PAUSED,2025-07-14,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - Low Utilization Clinics,22532206737,2025-08-03,154.157934,28,5.5056405,0.01050657,2665,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-09,110.154202,39,2.82446672,0.12913907,302,2.139547,2.139547,51.48482459,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - Bridgewater,22716721419,2025-08-11,304.038049,72,4.22275068,0.00367816,19575,0.030367,0.030367,10012.12003,PAUSED,2025-06-26,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,200
Evolve Med Spa,[SB] - PMax - NB - Medium Utilization Clinics,22538592188,2025-08-06,130.481863,32,4.07755822,0.024961,1282,1,1,130.481863,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,125
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-08,324.149477,101,3.20940076,0.01771308,5702,4.983276,4.983276,65.04746616,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Bridgewater,22716721419,2025-08-06,177.832611,31,5.73653584,0.00670415,4624,1.5,1.5,118.555074,PAUSED,2025-06-26,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,200
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-10,417.79082,129,3.23868853,0.01386202,9306,2.696683,2.696683,154.9276723,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Bridgewater,22716721419,2025-08-01,352.996987,68,5.19113216,0.00232901,29197,0,0,,PAUSED,2025-06-26,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,200
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-07-31,178.452127,56,3.18664513,0.02266289,2471,10.013745,5.013745,35.59258139,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - Search - NB - Consolidated,22883593175,2025-08-11,995.422693,133,7.48438115,0.06375839,2086,1,0,,ENABLED,2025-08-08,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,375
Evolve Med Spa,[SB] - PMax - NB - Medium Utilization Clinics,22538592188,2025-08-01,94.23976,30,3.14132533,0.01464129,2049,2,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,125
Evolve Med Spa,[SB] - PMax - NB - Bridgewater,22716721419,2025-08-04,150.481306,28,5.37433236,0.00621256,4507,0,0,,PAUSED,2025-06-26,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,200
Evolve Med Spa,[SB] - PMax - NB - Low Utilization Clinics,22532206737,2025-08-02,85.523943,30,2.8507981,0.01009082,2973,0.500699,0.500699,170.8090949,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-07-30,331.450439,78,4.2493646,0.16702355,467,13.97922,11.97922,27.66878303,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - Medium Utilization Clinics,22538592188,2025-08-04,133.694164,28,4.77479157,0.01328904,2107,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,125
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-07,326.581942,106,3.08096172,0.02244812,4722,9.980669,6.980669,46.78375984,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - High Utilization Clinics,22542191419,2025-07-30,175.389359,46,3.81281215,0.01455696,3160,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-24,304.740543,78,3.90693004,0.01076159,7248,3.024995,2.024995,150.4895286,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-25,231.115686,73,3.1659683,0.01281376,5697,4.025902,3.025902,76.37910481,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-26,264.133999,73,3.61827396,0.01086633,6718,5.020419,3.020419,87.44945618,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Bridgewater,22716721419,2025-08-13,135.630086,25,5.42520344,0.00480954,5198,0,0,,PAUSED,2025-06-26,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,200
Evolve Med Spa,[SB] - Search - NB - Consolidated,22883593175,2025-08-13,543.89056,146,3.72527781,0.09263959,1576,3.955516,1.955516,278.1314804,ENABLED,2025-08-08,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,375
Evolve Med Spa,[SB] - Search - NB - Consolidated,22883593175,2025-08-14,496.193884,127,3.90703846,0.07573047,1677,1.979884,1.979884,250.6176544,ENABLED,2025-08-08,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,375
Evolve Med Spa,[SB] - Search - NB - Consolidated,22883593175,2025-08-15,509.235915,144,3.53636052,0.08149406,1767,1.434868,1.434868,354.9008794,ENABLED,2025-08-08,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,375
Evolve Med Spa,[SB] - Search - NB - Consolidated,22883593175,2025-08-16,501.322849,110,4.55748045,0.07697691,1429,2.953287,2.953287,169.7508061,ENABLED,2025-08-08,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,375
Evolve Med Spa,[SB] - Search - NB - Consolidated,22883593175,2025-08-17,509.324678,106,4.80494979,0.06654112,1593,0.043196,0.043196,11791.01486,ENABLED,2025-08-08,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,375
Evolve Med Spa,[SB] - PMax - NB - Medium Utilization Clinics,22538592188,2025-08-14,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,125
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-14,334.2848,82,4.0766439,0.19339623,424,10.985598,6.985598,47.85342644,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-15,222.284068,66,3.36794042,0.1641791,402,10.150827,9.150827,24.29114527,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-16,174.658914,42,4.15854557,0.11382114,369,6.001071,5.001071,34.92430201,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-17,163.90236,34,4.82065765,0.14285714,238,5.017124,5.017124,32.66858862,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-18,371.163259,65,5.71020398,0.17426273,373,10.03562,7.03562,52.75487576,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-19,291.551666,60,4.85919443,0.13157895,456,7.72756,3.72756,78.21515039,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-20,228.986868,50,4.57973736,0.12562814,398,13.978628,12.978628,17.64338018,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-21,283.849272,56,5.068737,0.12612613,444,9.978291,5.978291,47.48000256,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-22,181.149391,42,4.31308074,0.14532872,289,4.654886,4.654886,38.91596722,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-23,217.346744,41,5.3011401,0.17982456,228,2.618295,0.618295,351.5259609,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-24,125.604615,38,3.30538461,0.16170213,235,2.119998,2.119998,59.2475158,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-25,256.34402,61,4.20236098,0.16094987,379,6.000572,5.000572,51.26293952,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-26,251.224318,54,4.65230219,0.14713896,367,10.046923,10.046923,25.00510037,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-13,244.502092,68,3.595619,0.0154265,4408,6.479884,3.479884,70.26156389,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-14,238.107174,69,3.45082861,0.01386656,4976,7.932682,3.932682,60.54574817,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-15,269.171938,79,3.40723972,0.01306865,6045,7.330747,5.330747,50.49422492,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-16,168.139251,91,1.84768408,0.0145043,6274,5.047928,3.047928,55.16509937,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-17,361.957659,98,3.6934455,0.01196581,8190,3.973949,3.973949,91.08261304,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-18,242.616544,68,3.56789035,0.01547213,4395,2.001472,1.001472,242.2599374,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-19,265.918725,81,3.28294722,0.01267011,6393,5.268578,2.268578,117.218242,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-20,263.657008,83,3.17659046,0.01743697,4760,7.871768,5.871768,44.9024907,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-21,259.715007,59,4.40194927,0.01271826,4639,3.96487,1.96487,132.1792317,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-22,217.254763,69,3.14861975,0.00624887,11042,9.003383,2.003383,108.4439486,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Low Utilization Clinics,22532206737,2025-08-20,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - Search - Branded,21270220547,2025-08-13,406.675063,101,4.02648577,0.21581197,468,18.092544,10.092544,40.29460392,ENABLED,2024-05-07,2037-12-30,SEARCH,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - Branded,22100524284,2025-08-23,242.10777,81,2.98898481,0.0085326,9493,0,0,,ENABLED,2025-01-08,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,100
Evolve Med Spa,[SB] - PMax - NB - Low Utilization Clinics,22532206737,2025-08-13,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - Low Utilization Clinics,22532206737,2025-08-14,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - Low Utilization Clinics,22532206737,2025-08-15,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,150
Evolve Med Spa,[SB] - PMax - NB - Medium Utilization Clinics,22538592188,2025-08-21,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,125
Evolve Med Spa,[SB] - PMax - NB - Medium Utilization Clinics,22538592188,2025-08-24,0,0,,,0,0,0,,PAUSED,2025-05-09,2037-12-30,PERFORMANCE_MAX,{lpurl}?utm_source=googledirect&utm_medium=paid&utm_campaign={campaignid}&utm_adgroup={adgroupid}&utm_term={keyword}&utm_content=medspa,125
